dep,ratio,sexe,jour,jour_fr,tx_incid,tx_pos,tx_occupation_sae,R,hosp,rea,rad,dc,indic_dc,indic_rad
73,43.38,0,2020-07-05,5 juil 2020,3,1,6,1,0.35,0.05,9.24,1.68,0.02,0.05
74,82.97,0,2020-07-05,5 juil 2020,2,0,6,1,0.94,0.02,10.27,2,0,0.04
75,216.85,0,2020-07-05,5 juil 2020,10,1,23,1.1,2.22,0.25,28.6,8.13,0.02,0.23
76,125.70,0,2020-07-05,5 juil 2020,8,1,3,1,0.76,0.04,6.08,1.44,0,0.13
77,142.27,0,2020-07-05,5 juil 2020,4,1,23,1.1,1.72,0.28,18.66,4.84,0.01,0.06
78,143.84,0,2020-07-05,5 juil 2020,7,1,23,1.1,2.5,0.14,15.5,3.62,0.01,0.09
79,37.57,0,2020-07-05,5 juil 2020,1,0,2,1.3,0.05,0,1.76,0.59,0.03,0
80,57.02,0,2020-07-05,5 juil 2020,2,0,15,1.1,1.26,0.09,13.12,3.98,0.05,0.23
81,39.24,0,2020-07-05,5 juil 2020,1,0,2,1,0.05,0.03,3.11,0.59,0,0
82,26.26,0,2020-07-05,5 juil 2020,1,0,2,1,0.11,0.04,1.6,0.23,0,0
83,107.18,0,2020-07-05,5 juil 2020,1,0,6,1.3,0.79,0.05,9.08,1.26,0,0.01
84,56.61,0,2020-07-05,5 juil 2020,6,2,6,1.3,0.11,0,4.56,0.67,0,0.02
85,68.02,0,2020-07-05,5 juil 2020,2,1,2,1.5,0.22,0,3.79,0.6,0.01,0.03
86,43.81,0,2020-07-05,5 juil 2020,3,1,2,1.3,0.02,0,3.38,0.89,0,0
87,37.42,0,2020-07-05,5 juil 2020,1,1,2,1.3,0.11,0,3.5,0.67,0,0.05
88,36.49,0,2020-07-05,5 juil 2020,5,1,11,0.8,0.71,0.03,19.79,7.15,0,0.03
89,33.83,0,2020-07-05,5 juil 2020,3,1,4,1,0.71,0.06,10.61,2.72,0.03,0.09
90,14.45,0,2020-07-05,5 juil 2020,2,0,4,1,0.76,0,38.2,13.77,0.83,1.31
91,131.37,0,2020-07-05,5 juil 2020,8,2,23,1.1,2.57,0.18,18.36,4.09,0.05,0.46
92,161.28,0,2020-07-05,5 juil 2020,9,1,23,1.1,4.28,0.3,27.38,6.7,0.01,0.22
93,164.61,0,2020-07-05,5 juil 2020,11,2,23,1.1,4.03,0.35,22.72,6.04,0.02,0.13
94,140.12,0,2020-07-05,5 juil 2020,8,1,23,1.1,4.23,0.15,29.48,8.56,0.02,0.26
95,124.27,0,2020-07-05,5 juil 2020,8,1,23,1.1,2.35,0.04,20.85,5.72,0.02,0.07
971,39.07,0,2020-07-05,5 juil 2020,2,0,22,0,0.31,0.15,2.1,0.41,0,0.05
972,37.12,0,2020-07-05,5 juil 2020,3,1,23,0,0.4,0.16,2.42,0.4,0.03,0
973,28.16,0,2020-07-05,5 juil 2020,446,25,231,1.1,5.54,1.07,21.27,0.89,0.11,1.1
974,86.58,0,2020-07-05,5 juil 2020,5,1,8,1.5,0.25,0.05,1.73,0.03,0.01,0.02
976,25.92,0,2020-07-05,5 juil 2020,33,10,67,0.8,1.08,0.15,15.05,1.08,0,0.31
1,64.97,0,2020-07-12,12 juil 2020,3,0,4,1.3,0.62,0.03,6.7,1.62,0,0.02
2,53.43,0,2020-07-12,12 juil 2020,5,1,11,1.1,1.18,0.07,20.1,5.17,0,0.06
3,33.90,0,2020-07-12,12 juil 2020,2,1,4,1.3,0.21,0,5.87,1.21,0,0.03
4,16.17,0,2020-07-12,12 juil 2020,2,0,5,1.6,0.19,0,8.1,0.8,0,0.06
5,14.16,0,2020-07-12,12 juil 2020,1,0,5,1.6,0.49,0,9.32,1.27,0,0.07
6,108.06,0,2020-07-12,12 juil 2020,4,1,5,1.6,0.31,0.01,6.94,1.74,0,0.01
7,32.86,0,2020-07-12,12 juil 2020,7,2,4,1.3,0.09,0.03,13.54,3.32,0,0.06
8,27.13,0,2020-07-12,12 juil 2020,2,0,10,1,0.33,0.07,7.81,2.21,0,0.15
9,15.23,0,2020-07-12,12 juil 2020,1,1,2,1,0.07,0.07,2.17,0.13,0,0
10,31.16,0,2020-07-12,12 juil 2020,3,1,10,1,0.77,0.03,20.06,4.36,0,0.03
11,37.02,0,2020-07-12,12 juil 2020,0,0,2,1,0.08,0,6.32,1.59,0,0
12,28.11,0,2020-07-12,12 juil 2020,1,0,2,1,0.04,0,5.09,0.85,0,0
13,204.39,0,2020-07-12,12 juil 2020,10,1,5,1.6,1.65,0.1,16.29,2.76,0.01,0.08
14,69.58,0,2020-07-12,12 juil 2020,5,1,3,0.8,0.26,0.01,4.67,1.22,0.01,0.04
15,14.42,0,2020-07-12,12 juil 2020,1,0,4,1.3,0.62,0.07,3.4,0.62,0,0
16,35.20,0,2020-07-12,12 juil 2020,1,1,3,1.4,0.06,0.03,1.62,0.37,0,0
17,64.82,0,2020-07-12,12 juil 2020,1,0,3,1.4,0.09,0,2.25,0.79,0,0
18,30.48,0,2020-07-12,12 juil 2020,2,0,8,0.8,0.72,0.03,5.97,2.79,0.03,0.03
19,24.19,0,2020-07-12,12 juil 2020,1,0,3,1.4,0.08,0,6.57,1.53,0,0
21,53.68,0,2020-07-12,12 juil 2020,3,1,5,1.2,0.19,0.04,17.59,4.66,0,0.02
22,59.87,0,2020-07-12,12 juil 2020,9,2,3,2.6,0.12,0,3.66,0.63,0,0.02
23,11.87,0,2020-07-12,12 juil 2020,0,0,3,1.4,0.42,0.25,6.57,1.18,0.08,0.25
24,41.26,0,2020-07-12,12 juil 2020,2,1,3,1.4,0.02,0,2.38,0.34,0,0
25,54.09,0,2020-07-12,12 juil 2020,5,1,5,1.2,0.2,0,11.76,2.79,0,0.11
26,51.62,0,2020-07-12,12 juil 2020,12,3,4,1.3,0.54,0.02,9.96,2.5,0,0.06
27,61.02,0,2020-07-12,12 juil 2020,2,0,3,0.8,0.57,0,3.95,1.38,0,0.02
28,43.40,0,2020-07-12,12 juil 2020,7,2,8,0.8,1.54,0.14,12.63,3.2,0,0.21
29,91.05,0,2020-07-12,12 juil 2020,18,3,3,2.6,0.14,0,2.05,0.47,0,0.02
2A,15.99,0,2020-07-12,12 juil 2020,5,1,6,0,0.69,0,8.76,3,0,0.06
2B,17.79,0,2020-07-12,12 juil 2020,6,1,6,0,0.06,0.06,6.07,0.62,0,0
30,74.82,0,2020-07-12,12 juil 2020,3,1,2,1,0.11,0,4.81,1.3,0,0.03
31,138.84,0,2020-07-12,12 juil 2020,4,1,2,1,0.19,0.02,4.78,0.53,0,0.03
32,19.13,0,2020-07-12,12 juil 2020,1,0,2,1,0.05,0,4.6,1.2,0,0
33,161.08,0,2020-07-12,12 juil 2020,5,1,3,1.4,0.27,0.04,5.94,0.98,0.01,0.03
34,116.00,0,2020-07-12,12 juil 2020,3,1,2,1,0.03,0.01,6.11,1.05,0,0.01
35,107.39,0,2020-07-12,12 juil 2020,5,1,3,2.6,0.34,0.03,4.38,0.81,0.01,0.01
36,21.85,0,2020-07-12,12 juil 2020,0,0,8,0.8,3.71,0.09,5.13,3.62,0,0.09
37,61.11,0,2020-07-12,12 juil 2020,3,1,8,0.8,0.9,0.02,5.42,1.41,0.02,0.08
38,127.28,0,2020-07-12,12 juil 2020,4,1,4,1.3,0.24,0.02,5.51,1.2,0,0.02
39,25.94,0,2020-07-12,12 juil 2020,5,1,5,1.2,0.19,0.04,12.45,2.31,0,0.08
40,41.18,0,2020-07-12,12 juil 2020,4,1,3,1.4,0.1,0.02,1.8,0.32,0,0
41,33.26,0,2020-07-12,12 juil 2020,0,0,8,0.8,2.68,0.06,8.06,1.89,0,0.87
42,76.25,0,2020-07-12,12 juil 2020,3,1,4,1.3,0.94,0.04,12.75,3.24,0,0.01
43,22.74,0,2020-07-12,12 juil 2020,0,0,4,1.3,0.04,0,4.66,0.79,0,0
44,141.33,0,2020-07-12,12 juil 2020,8,1,3,1.5,0.25,0.01,5.02,1.13,0,0.01
45,68.15,0,2020-07-12,12 juil 2020,3,0,8,0.8,0.81,0.04,9.01,1.51,0,0.15
46,17.15,0,2020-07-12,12 juil 2020,0,0,2,1,0,0,4.08,1.28,0,0
47,33.32,0,2020-07-12,12 juil 2020,3,1,3,1.4,0.03,0,2.34,0.33,0,0
48,7.55,0,2020-07-12,12 juil 2020,0,0,2,1,0,0,3.18,0.13,0,0
49,82.07,0,2020-07-12,12 juil 2020,7,1,3,1.5,0.58,0.02,7.47,1.72,0,0.02
50,49.70,0,2020-07-12,12 juil 2020,1,0,3,0.8,0.7,0,2.84,0.95,0,0
51,57.33,0,2020-07-12,12 juil 2020,2,0,10,1,1.34,0.09,17.44,4.64,0.02,0.05
52,17.51,0,2020-07-12,12 juil 2020,3,1,10,1,1.26,0,14.56,5.03,0,0.11
53,30.63,0,2020-07-12,12 juil 2020,71,6,3,1.5,0.52,0.1,6.4,1.47,0.03,0.16
54,73.31,0,2020-07-12,12 juil 2020,8,1,10,1,0.86,0.05,16.61,4.91,0.01,0.07
55,18.74,0,2020-07-12,12 juil 2020,2,0,10,1,0.16,0,26.63,5.5,0,0
56,75.35,0,2020-07-12,12 juil 2020,1,0,3,2.6,0.28,0.01,5.68,1.25,0.01,0
57,103.86,0,2020-07-12,12 juil 2020,5,1,10,1,2.23,0.13,23.45,8.05,0.03,0.11
58,20.59,0,2020-07-12,12 juil 2020,3,1,5,1.2,0.44,0.05,4.47,1.36,0.05,0.05
59,261.39,0,2020-07-12,12 juil 2020,10,1,11,1.1,0.97,0.06,9.34,2.51,0.02,0.11
60,82.98,0,2020-07-12,12 juil 2020,5,1,11,1.1,2.47,0.07,13.55,4.99,0.02,0.06
61,28.25,0,2020-07-12,12 juil 2020,3,1,3,0.8,1.17,0.07,8.42,1.49,0.07,0.18
62,147.51,0,2020-07-12,12 juil 2020,4,1,11,1.1,0.87,0.11,9.3,2.14,0.01,0.07
63,65.52,0,2020-07-12,12 juil 2020,0,0,4,1.3,0.23,0,2.73,0.66,0,0.02
64,67.72,0,2020-07-12,12 juil 2020,1,0,3,1.4,0,0,3.31,0.4,0,0
65,22.75,0,2020-07-12,12 juil 2020,2,1,2,1,0.09,0.09,6.9,1.19,0,0.04
66,48.21,0,2020-07-12,12 juil 2020,2,0,2,1,0.04,0,5.81,0.71,0,0.02
67,112.53,0,2020-07-12,12 juil 2020,3,0,10,1,2.16,0.06,22.79,5.9,0.01,0.03
68,76.76,0,2020-07-12,12 juil 2020,13,2,10,1,2.67,0.17,38.41,10.72,0.03,0.09
69,187.81,0,2020-07-12,12 juil 2020,8,1,4,1.3,0.83,0.06,15.96,3.49,0.01,0.04
70,23.43,0,2020-07-12,12 juil 2020,1,0,5,1.2,0.64,0,12.55,3.29,0,0
71,55.31,0,2020-07-12,12 juil 2020,3,1,5,1.2,0.36,0.07,13.85,3.63,0,0.05
72,56.69,0,2020-07-12,12 juil 2020,4,1,3,1.5,0.6,0,6.37,1.48,0,0.04
73,43.38,0,2020-07-12,12 juil 2020,2,0,4,1.3,0.37,0.02,9.34,1.68,0,0.05
74,82.97,0,2020-07-12,12 juil 2020,4,1,4,1.3,0.87,0.02,10.33,2,0,0.04
75,216.85,0,2020-07-12,12 juil 2020,13,2,21,1.1,1.88,0.24,28.72,8.15,0.01,0.05
76,125.70,0,2020-07-12,12 juil 2020,6,1,3,0.8,0.7,0.04,6.15,1.45,0.01,0.02
77,142.27,0,2020-07-12,12 juil 2020,5,1,21,1.1,1.53,0.25,18.78,4.89,0.04,0.04
78,143.84,0,2020-07-12,12 juil 2020,9,2,21,1.1,2.4,0.14,15.66,3.64,0.01,0.06
79,37.57,0,2020-07-12,12 juil 2020,3,1,3,1.4,0.05,0,1.76,0.59,0,0
80,57.02,0,2020-07-12,12 juil 2020,1,0,11,1.1,0.86,0.09,13.14,4,0.02,0.02
81,39.24,0,2020-07-12,12 juil 2020,3,1,2,1,0.05,0.03,3.11,0.59,0,0
82,26.26,0,2020-07-12,12 juil 2020,3,1,2,1,0.19,0,1.6,0.23,0,0
83,107.18,0,2020-07-12,12 juil 2020,2,0,5,1.6,0.75,0.05,9.12,1.27,0.01,0.02
84,56.61,0,2020-07-12,12 juil 2020,6,1,5,1.6,0.11,0,4.58,0.67,0,0.02
85,68.02,0,2020-07-12,12 juil 2020,1,0,3,1.5,0.21,0,3.82,0.6,0,0.01
86,43.81,0,2020-07-12,12 juil 2020,3,1,3,1.4,0.02,0,3.38,0.89,0,0
87,37.42,0,2020-07-12,12 juil 2020,2,1,3,1.4,0.05,0,3.53,0.67,0,0.03
88,36.49,0,2020-07-12,12 juil 2020,21,4,10,1,0.69,0.03,19.84,7.21,0.03,0.03
89,33.83,0,2020-07-12,12 juil 2020,4,1,5,1.2,0.56,0.06,10.7,2.78,0.03,0.06
90,14.45,0,2020-07-12,12 juil 2020,4,1,5,1.2,0.48,0,38.34,13.84,0.07,0.14
91,131.37,0,2020-07-12,12 juil 2020,8,1,21,1.1,2.17,0.11,18.41,4.1,0.01,0.02
92,161.28,0,2020-07-12,12 juil 2020,10,1,21,1.1,3.86,0.27,27.55,6.72,0.01,0.07
93,164.61,0,2020-07-12,12 juil 2020,11,1,21,1.1,3.78,0.35,22.93,6.07,0.01,0.06
94,140.12,0,2020-07-12,12 juil 2020,10,1,21,1.1,3.73,0.14,29.92,8.59,0.01,0.21
95,124.27,0,2020-07-12,12 juil 2020,14,2,21,1.1,2.26,0.05,21.03,5.72,0,0.13
971,39.07,0,2020-07-12,12 juil 2020,3,1,15,0,0.26,0.1,2.12,0.44,0.03,0.03
972,37.12,0,2020-07-12,12 juil 2020,3,0,19,0,0.38,0.13,2.45,0.4,0,0.03
973,28.16,0,2020-07-12,12 juil 2020,336,20,200,0.8,5.5,0.92,26.56,1.24,0.11,1.07
974,86.58,0,2020-07-12,12 juil 2020,6,1,8,2.3,0.28,0.05,1.76,0.03,0,0.02
976,25.92,0,2020-07-12,12 juil 2020,31,9,50,0.7,0.54,0.12,15.39,1.08,0,0.23
1,64.97,0,2020-07-19,19 juil 2020,7,1,4,1.3,0.62,0.03,6.94,1.62,0,0.11
2,53.43,0,2020-07-19,19 juil 2020,4,1,10,1.3,1.16,0.07,20.25,5.2,0.02,0.07
3,33.90,0,2020-07-19,19 juil 2020,5,1,4,1.3,0.18,0,5.99,1.21,0,0.09
4,16.17,0,2020-07-19,19 juil 2020,2,0,5,1.3,0.12,0,8.1,0.8,0,0
5,14.16,0,2020-07-19,19 juil 2020,1,0,5,1.3,0.35,0,9.39,1.27,0,0.07
6,108.06,0,2020-07-19,19 juil 2020,11,1,5,1.3,0.36,0.02,7.08,1.74,0,0.1
7,32.86,0,2020-07-19,19 juil 2020,5,1,4,1.3,0.09,0.03,13.63,3.35,0.03,0.03
8,27.13,0,2020-07-19,19 juil 2020,2,0,8,1.7,0.15,0,7.96,2.21,0,0.15
9,15.23,0,2020-07-19,19 juil 2020,1,0,2,1.7,0.07,0.07,2.17,0.13,0,0
10,31.16,0,2020-07-19,19 juil 2020,3,1,8,1.7,0.77,0,20.15,4.36,0,0.03
11,37.02,0,2020-07-19,19 juil 2020,2,0,2,1.7,0.14,0.05,6.32,1.59,0,0
12,28.11,0,2020-07-19,19 juil 2020,1,0,2,1.7,0.04,0,5.12,0.85,0,0.04
13,204.39,0,2020-07-19,19 juil 2020,11,1,5,1.3,1.59,0.1,16.61,2.77,0,0.1
14,69.58,0,2020-07-19,19 juil 2020,7,1,3,0.9,0.22,0.03,4.7,1.22,0,0.01
15,14.42,0,2020-07-19,19 juil 2020,1,0,4,1.3,0.62,0.07,3.4,0.62,0,0
16,35.20,0,2020-07-19,19 juil 2020,3,1,4,1.5,0.06,0.03,1.68,0.37,0,0.06
17,64.82,0,2020-07-19,19 juil 2020,1,0,4,1.5,0.09,0,2.3,0.79,0,0.03
18,30.48,0,2020-07-19,19 juil 2020,2,0,7,1.3,0.69,0,6.33,2.79,0,0.39
19,24.19,0,2020-07-19,19 juil 2020,1,0,4,1.5,0.08,0,6.57,1.53,0,0
21,53.68,0,2020-07-19,19 juil 2020,4,1,3,1,0.17,0.04,17.7,4.66,0,0.06
22,59.87,0,2020-07-19,19 juil 2020,8,1,2,1.9,0.15,0,3.67,0.63,0,0.02
23,11.87,0,2020-07-19,19 juil 2020,0,0,4,1.5,0.25,0.17,6.66,1.18,0,0.08
24,41.26,0,2020-07-19,19 juil 2020,1,0,4,1.5,0.02,0,2.38,0.34,0,0
25,54.09,0,2020-07-19,19 juil 2020,5,1,3,1,0.07,0,11.83,2.79,0,0.04
26,51.62,0,2020-07-19,19 juil 2020,9,2,4,1.3,0.48,0.04,10.09,2.5,0,0.06
27,61.02,0,2020-07-19,19 juil 2020,2,0,3,0.9,0.62,0,4,1.38,0,0.05
28,43.40,0,2020-07-19,19 juil 2020,6,1,7,1.3,1.29,0.14,12.7,3.23,0.02,0.05
29,91.05,0,2020-07-19,19 juil 2020,16,2,2,1.9,0.13,0,2.06,0.48,0.01,0.01
2A,15.99,0,2020-07-19,19 juil 2020,5,1,6,0,0.63,0,8.88,3,0,0.06
2B,17.79,0,2020-07-19,19 juil 2020,6,1,6,0,0.06,0.06,6.07,0.62,0,0
30,74.82,0,2020-07-19,19 juil 2020,11,2,2,1.7,0.09,0.01,4.91,1.3,0,0.05
31,138.84,0,2020-07-19,19 juil 2020,12,2,2,1.7,0.14,0.02,4.83,0.53,0,0.01
32,19.13,0,2020-07-19,19 juil 2020,4,1,2,1.7,0.05,0,4.6,1.2,0,0
33,161.08,0,2020-07-19,19 juil 2020,8,1,4,1.5,0.27,0.08,6,0.98,0,0.02
34,116.00,0,2020-07-19,19 juil 2020,5,1,2,1.7,0.03,0,6.14,1.05,0.01,0.02
35,107.39,0,2020-07-19,19 juil 2020,14,2,2,1.9,0.34,0.02,4.45,0.81,0,0.06
36,21.85,0,2020-07-19,19 juil 2020,0,0,7,1.3,3.62,0.05,5.13,3.62,0,0
37,61.11,0,2020-07-19,19 juil 2020,10,2,7,1.3,0.79,0.02,5.55,1.42,0.02,0.08
38,127.28,0,2020-07-19,19 juil 2020,4,1,4,1.3,0.2,0.01,5.55,1.2,0,0.02
39,25.94,0,2020-07-19,19 juil 2020,9,1,3,1,0.15,0.04,12.57,2.31,0,0.04
40,41.18,0,2020-07-19,19 juil 2020,4,1,4,1.5,0.1,0.02,1.82,0.32,0,0.02
41,33.26,0,2020-07-19,19 juil 2020,5,2,7,1.3,1.8,0,8.09,1.89,0,0.03
42,76.25,0,2020-07-19,19 juil 2020,9,1,4,1.3,0.96,0.03,12.77,3.25,0.01,0.01
43,22.74,0,2020-07-19,19 juil 2020,2,0,4,1.3,0.04,0,4.66,0.79,0,0
44,141.33,0,2020-07-19,19 juil 2020,9,1,6,1.6,0.25,0.01,5.21,1.16,0.02,0.12
45,68.15,0,2020-07-19,19 juil 2020,7,1,7,1.3,0.69,0.06,9.1,1.51,0,0.06
46,17.15,0,2020-07-19,19 juil 2020,2,1,2,1.7,0,0,4.08,1.28,0,0
47,33.32,0,2020-07-19,19 juil 2020,2,0,4,1.5,0.03,0,2.37,0.33,0,0.03
48,7.55,0,2020-07-19,19 juil 2020,0,0,2,1.7,0,0,3.18,0.13,0,0
49,82.07,0,2020-07-19,19 juil 2020,7,1,6,1.6,0.55,0.07,7.68,1.72,0,0.09
50,49.70,0,2020-07-19,19 juil 2020,2,0,3,0.9,0.7,0,2.9,0.95,0,0.06
51,57.33,0,2020-07-19,19 juil 2020,7,1,8,1.7,1.29,0.09,17.48,4.66,0.02,0.02
52,17.51,0,2020-07-19,19 juil 2020,4,1,8,1.7,1.09,0,14.56,5.03,0,0
53,30.63,0,2020-07-19,19 juil 2020,154,4,6,1.6,0.42,0.1,6.56,1.47,0,0.07
54,73.31,0,2020-07-19,19 juil 2020,11,1,8,1.7,0.79,0.05,16.79,4.91,0,0.05
55,18.74,0,2020-07-19,19 juil 2020,3,1,8,1.7,0.16,0,26.68,5.5,0,0.05
56,75.35,0,2020-07-19,19 juil 2020,4,1,2,1.9,0.28,0.01,5.72,1.25,0,0.01
57,103.86,0,2020-07-19,19 juil 2020,6,1,8,1.7,2.01,0.13,24.01,8.08,0.01,0.18
58,20.59,0,2020-07-19,19 juil 2020,4,1,3,1,0.34,0,4.81,1.36,0,0.19
59,261.39,0,2020-07-19,19 juil 2020,18,2,10,1.3,0.8,0.06,9.55,2.53,0.02,0.05
60,82.98,0,2020-07-19,19 juil 2020,5,1,10,1.3,2.31,0.06,14.27,4.99,0,0.61
61,28.25,0,2020-07-19,19 juil 2020,4,0,3,0.9,0.88,0.07,8.64,1.49,0,0.18
62,147.51,0,2020-07-19,19 juil 2020,5,1,10,1.3,0.68,0.11,9.44,2.14,0.01,0.08
63,65.52,0,2020-07-19,19 juil 2020,1,0,4,1.3,0.23,0,2.73,0.66,0,0
64,67.72,0,2020-07-19,19 juil 2020,2,0,4,1.5,0.03,0,3.32,0.4,0,0.01
65,22.75,0,2020-07-19,19 juil 2020,4,1,2,1.7,0.09,0.09,6.9,1.19,0,0
66,48.21,0,2020-07-19,19 juil 2020,4,1,2,1.7,0,0,5.81,0.71,0,0
67,112.53,0,2020-07-19,19 juil 2020,5,1,8,1.7,2.13,0.08,23.28,5.91,0.01,0.28
68,76.76,0,2020-07-19,19 juil 2020,16,2,8,1.7,2.41,0.12,38.91,10.73,0.01,0.3
69,187.81,0,2020-07-19,19 juil 2020,10,1,4,1.3,0.8,0.06,16.27,3.52,0.01,0.12
70,23.43,0,2020-07-19,19 juil 2020,2,0,3,1,0.64,0,13.19,3.29,0,0.47
71,55.31,0,2020-07-19,19 juil 2020,1,0,3,1,0.25,0.02,13.99,3.63,0,0.05
72,56.69,0,2020-07-19,19 juil 2020,11,2,6,1.6,0.6,0,6.53,1.48,0,0.05
73,43.38,0,2020-07-19,19 juil 2020,5,1,4,1.3,0.32,0.02,9.5,1.68,0,0.07
74,82.97,0,2020-07-19,19 juil 2020,15,3,4,1.3,0.84,0.02,10.37,2,0,0.01
75,216.85,0,2020-07-19,19 juil 2020,17,2,21,1.4,1.76,0.24,29.45,8.18,0.01,0.26
76,125.70,0,2020-07-19,19 juil 2020,4,1,3,0.9,0.64,0.04,6.48,1.46,0.01,0.24
77,142.27,0,2020-07-19,19 juil 2020,9,1,21,1.4,1.46,0.25,18.96,4.91,0.01,0.06
78,143.84,0,2020-07-19,19 juil 2020,14,2,21,1.4,2.37,0.15,15.92,3.66,0.01,0.09
79,37.57,0,2020-07-19,19 juil 2020,4,1,4,1.5,0.05,0,1.78,0.59,0,0.03
80,57.02,0,2020-07-19,19 juil 2020,2,0,10,1.3,0.84,0.05,13.21,4.05,0.04,0.05
81,39.24,0,2020-07-19,19 juil 2020,3,1,2,1.7,0.05,0.03,3.13,0.59,0,0.03
82,26.26,0,2020-07-19,19 juil 2020,8,2,2,1.7,0.19,0,1.6,0.23,0,0
83,107.18,0,2020-07-19,19 juil 2020,4,1,5,1.3,0.73,0.04,9.4,1.29,0.01,0.16
84,56.61,0,2020-07-19,19 juil 2020,8,1,5,1.3,0.16,0.02,4.59,0.67,0,0.02
85,68.02,0,2020-07-19,19 juil 2020,4,1,6,1.6,0.22,0.01,3.9,0.6,0,0.04
86,43.81,0,2020-07-19,19 juil 2020,3,1,4,1.5,0.07,0,3.38,0.89,0,0
87,37.42,0,2020-07-19,19 juil 2020,2,1,4,1.5,0.08,0,3.55,0.67,0,0.03
88,36.49,0,2020-07-19,19 juil 2020,22,4,8,1.7,0.66,0,20.28,7.29,0.05,0.38
89,33.83,0,2020-07-19,19 juil 2020,4,1,3,1,0.59,0.06,11.06,2.78,0.03,0.18
90,14.45,0,2020-07-19,19 juil 2020,4,1,3,1,0.28,0,38.62,13.84,0,0.21
91,131.37,0,2020-07-19,19 juil 2020,15,2,21,1.4,2.16,0.11,18.54,4.1,0,0.06
92,161.28,0,2020-07-19,19 juil 2020,16,1,21,1.4,3.74,0.24,27.89,6.75,0.01,0.16
93,164.61,0,2020-07-19,19 juil 2020,18,2,21,1.4,3.63,0.33,23.33,6.09,0.01,0.16
94,140.12,0,2020-07-19,19 juil 2020,15,2,21,1.4,3.48,0.11,31.47,8.61,0.01,1.18
95,124.27,0,2020-07-19,19 juil 2020,20,3,21,1.4,2.14,0.06,21.2,5.72,0,0.06
971,39.07,0,2020-07-19,19 juil 2020,4,1,4,0,0.2,0.03,2.15,0.44,0,0.03
972,37.12,0,2020-07-19,19 juil 2020,2,0,19,0,0.35,0.13,2.51,0.4,0,0.03
973,28.16,0,2020-07-19,19 juil 2020,244,16,200,0.8,5.43,0.92,32.28,1.38,0.04,1.21
974,86.58,0,2020-07-19,19 juil 2020,5,0,10,0,0.33,0.06,1.84,0.03,0,0.05
976,25.92,0,2020-07-19,19 juil 2020,36,10,50,1.2,0.54,0.12,15.86,1.08,0,0.12
1,64.97,0,2020-07-26,26 juil 2020,11,2,4,1.5,0.48,0.02,6.93,1.62,0,0.02
2,53.43,0,2020-07-26,26 juil 2020,5,1,9,1.4,1.09,0.07,20.51,5.22,0.02,0.11
3,33.90,0,2020-07-26,26 juil 2020,6,1,4,1.5,0.09,0,5.99,1.21,0,0
4,16.17,0,2020-07-26,26 juil 2020,7,1,4,1.6,0.12,0,8.1,0.8,0,0
5,14.16,0,2020-07-26,26 juil 2020,1,0,4,1.6,0.21,0,9.39,1.27,0,0
6,108.06,0,2020-07-26,26 juil 2020,19,1,4,1.6,0.31,0.05,7.2,1.76,0.01,0.06
7,32.86,0,2020-07-26,26 juil 2020,4,1,4,1.5,0.06,0.03,13.66,3.35,0,0.03
8,27.13,0,2020-07-26,26 juil 2020,2,0,4,1.2,0.18,0,7.96,2.21,0,0
9,15.23,0,2020-07-26,26 juil 2020,4,1,2,1.9,0.07,0.07,2.17,0.13,0,0
10,31.16,0,2020-07-26,26 juil 2020,4,1,4,1.2,0.8,0,20.28,4.36,0,0.06
11,37.02,0,2020-07-26,26 juil 2020,2,1,2,1.9,0.16,0.05,6.35,1.59,0,0.03
12,28.11,0,2020-07-26,26 juil 2020,5,1,2,1.9,0.21,0.04,5.12,0.85,0,0
13,204.39,0,2020-07-26,26 juil 2020,25,2,4,1.6,1.43,0.06,16.78,2.77,0,0.07
14,69.58,0,2020-07-26,26 juil 2020,5,1,3,1,0.22,0.01,4.73,1.22,0,0.01
15,14.42,0,2020-07-26,26 juil 2020,0,0,4,1.5,0.62,0.07,3.61,0.62,0,0.14
16,35.20,0,2020-07-26,26 juil 2020,3,1,3,1.4,0.09,0,1.68,0.37,0,0
17,64.82,0,2020-07-26,26 juil 2020,2,1,3,1.4,0.08,0,2.3,0.79,0,0
18,30.48,0,2020-07-26,26 juil 2020,1,0,7,2.3,0.3,0,6.46,2.79,0,0.1
19,24.19,0,2020-07-26,26 juil 2020,2,0,3,1.4,0.04,0,6.57,1.53,0,0
21,53.68,0,2020-07-26,26 juil 2020,5,1,3,1.2,0.13,0.04,17.79,4.66,0,0.06
22,59.87,0,2020-07-26,26 juil 2020,5,0,3,1.4,0.15,0,3.77,0.65,0.02,0.03
23,11.87,0,2020-07-26,26 juil 2020,3,1,3,1.4,0.17,0.08,6.82,1.18,0,0.08
24,41.26,0,2020-07-26,26 juil 2020,2,0,3,1.4,0.02,0,2.38,0.34,0,0
25,54.09,0,2020-07-26,26 juil 2020,6,1,3,1.2,0.04,0,11.83,2.79,0,0
26,51.62,0,2020-07-26,26 juil 2020,5,1,4,1.5,0.39,0.06,10.38,2.5,0,0.19
27,61.02,0,2020-07-26,26 juil 2020,4,1,3,1,0.62,0,4.06,1.38,0,0.03
28,43.40,0,2020-07-26,26 juil 2020,7,1,7,2.3,1.2,0.14,13.48,3.27,0.05,0.32
