dep,ratio,sexe,jour,jour_fr,tx_incid,tx_pos,tx_occupation_sae,R,hosp,rea,rad,dc,indic_dc,indic_rad
976,25.92,0,2020-11-22,22 nov 2020,57,8,83,0,0.42,0.19,19.75,1.35,0.04,0.15
1,64.97,0,2020-11-29,29 nov 2020,188,12,120,0.5,6.03,0.43,19.66,4.93,0.17,0.38
2,53.43,0,2020-11-29,29 nov 2020,132,8,87,0.6,4.08,0.41,32.45,7.6,0.09,0.37
3,33.90,0,2020-11-29,29 nov 2020,163,9,120,0.5,6.67,0.62,23.98,6.96,0.24,0.5
4,16.17,0,2020-11-29,29 nov 2020,135,7,87,0.6,9.46,0.43,27.64,4.7,0.43,0.93
5,14.16,0,2020-11-29,29 nov 2020,217,10,87,0.6,13.14,0.99,34.75,7.77,0.28,1.06
6,108.06,0,2020-11-29,29 nov 2020,154,6,87,0.6,4.37,0.6,19.71,4.15,0.16,0.34
7,32.86,0,2020-11-29,29 nov 2020,159,11,120,0.5,6.57,0.55,28.51,8.13,0.12,0.64
8,27.13,0,2020-11-29,29 nov 2020,226,10,68,0.7,6.08,0.52,16.26,5.75,0.29,0.37
9,15.23,0,2020-11-29,29 nov 2020,85,6,63,0.6,2.89,0.26,7.88,1.58,0.13,0.2
10,31.16,0,2020-11-29,29 nov 2020,149,7,68,0.7,5.07,0.67,30.71,7.16,0.16,0.64
11,37.02,0,2020-11-29,29 nov 2020,62,4,63,0.6,2.22,0.22,12.56,3.13,0.05,0.3
12,28.11,0,2020-11-29,29 nov 2020,94,5,63,0.6,3.52,0.32,14.41,3.98,0.11,0.18
13,204.39,0,2020-11-29,29 nov 2020,145,5,87,0.6,6.06,1.15,47.67,7.43,0.07,0.55
14,69.58,0,2020-11-29,29 nov 2020,69,4,48,0.6,3.56,0.33,13.37,3.13,0.07,0.42
15,14.42,0,2020-11-29,29 nov 2020,97,5,120,0.5,5.76,1.04,15.12,2.98,0.28,1.18
16,35.20,0,2020-11-29,29 nov 2020,91,6,49,0.6,1.22,0.06,5.28,0.99,0.03,0.17
17,64.82,0,2020-11-29,29 nov 2020,38,2,49,0.6,1.33,0.25,6.11,1.62,0.03,0.08
18,30.48,0,2020-11-29,29 nov 2020,106,7,71,0.6,5.74,0.36,16.8,7.05,0.1,0.66
19,24.19,0,2020-11-29,29 nov 2020,73,5,49,0.6,2.4,0.17,14.39,3.43,0.08,0.41
21,53.68,0,2020-11-29,29 nov 2020,155,8,119,0.6,6.73,1.06,31.76,7.71,0.13,0.93
22,59.87,0,2020-11-29,29 nov 2020,55,3,48,0.5,1.1,0.13,7.83,1.45,0.05,0.1
23,11.87,0,2020-11-29,29 nov 2020,75,4,49,0.6,4.21,1.01,20.81,3.96,0.08,0.76
24,41.26,0,2020-11-29,29 nov 2020,75,5,49,0.6,1.94,0.19,6.23,0.95,0.02,0.17
25,54.09,0,2020-11-29,29 nov 2020,233,12,119,0.6,3.51,1.09,20.28,4.46,0.07,0.39
26,51.62,0,2020-11-29,29 nov 2020,159,10,120,0.5,4.73,0.81,24.89,6.7,0.14,0.33
27,61.02,0,2020-11-29,29 nov 2020,96,7,48,0.6,3.16,0.13,11.13,3.34,0.13,0.18
28,43.40,0,2020-11-29,29 nov 2020,98,7,71,0.6,4.95,0.51,25.9,5.16,0.14,0.53
29,91.05,0,2020-11-29,29 nov 2020,24,2,48,0.5,0.83,0.23,5.01,0.97,0.03,0.08
2A,15.99,0,2020-11-29,29 nov 2020,43,2,61,0.4,1.75,0.38,16.39,4.75,0.13,0.19
2B,17.79,0,2020-11-29,29 nov 2020,31,2,61,0.4,1.01,0.28,12.25,2.02,0,0.28
30,74.82,0,2020-11-29,29 nov 2020,110,6,63,0.6,4.14,0.71,16.21,3.74,0.08,0.36
31,138.84,0,2020-11-29,29 nov 2020,69,4,63,0.6,2.28,0.52,16,2.12,0.03,0.17
32,19.13,0,2020-11-29,29 nov 2020,147,10,63,0.6,1.78,0.31,8.52,2.72,0.1,0.1
33,161.08,0,2020-11-29,29 nov 2020,65,5,49,0.6,2.32,0.48,14.02,2.39,0.04,0.17
34,116.00,0,2020-11-29,29 nov 2020,77,4,63,0.6,2.55,0.66,18.35,3.62,0.05,0.21
35,107.39,0,2020-11-29,29 nov 2020,63,6,48,0.5,2.43,0.32,10.84,2.08,0.04,0.12
36,21.85,0,2020-11-29,29 nov 2020,108,7,71,0.6,3.16,0.27,16.89,5.58,0.18,0.23
37,61.11,0,2020-11-29,29 nov 2020,77,6,71,0.6,2.49,0.56,12.85,2.98,0.07,0.18
38,127.28,0,2020-11-29,29 nov 2020,197,11,120,0.5,6.94,0.88,24.89,5.99,0.13,0.48
39,25.94,0,2020-11-29,29 nov 2020,204,10,119,0.6,7.44,0.42,28.6,6.48,0.27,0.42
40,41.18,0,2020-11-29,29 nov 2020,155,9,49,0.6,2.4,0.27,7.36,1.58,0.05,0.32
41,33.26,0,2020-11-29,29 nov 2020,127,8,71,0.6,3.73,0.12,16.84,3.82,0.12,0.24
42,76.25,0,2020-11-29,29 nov 2020,192,10,120,0.5,10.83,1.22,36.7,9.63,0.14,0.67
43,22.74,0,2020-11-29,29 nov 2020,175,10,120,0.5,7.96,0.48,24.67,4.71,0.26,0.7
44,141.33,0,2020-11-29,29 nov 2020,59,5,62,0.5,1.96,0.24,11.53,2.55,0.03,0.16
45,68.15,0,2020-11-29,29 nov 2020,139,7,71,0.6,3.35,0.76,18.46,3.01,0.07,0.28
46,17.15,0,2020-11-29,29 nov 2020,66,4,63,0.6,2.8,0.23,7.76,2.45,0.12,0.17
47,33.32,0,2020-11-29,29 nov 2020,159,9,49,0.6,2.76,0.51,8.97,1.5,0.06,0.33
48,7.55,0,2020-11-29,29 nov 2020,244,11,63,0.6,6.36,0.66,18.54,5.83,0.66,0.66
49,82.07,0,2020-11-29,29 nov 2020,88,6,62,0.5,2.91,0.54,17.58,3.73,0.05,0.17
50,49.70,0,2020-11-29,29 nov 2020,55,4,48,0.6,2.96,0.28,9.07,2.41,0.06,0.16
51,57.33,0,2020-11-29,29 nov 2020,76,5,68,0.7,4.03,0.73,27.89,6.73,0.09,0.3
52,17.51,0,2020-11-29,29 nov 2020,174,9,68,0.7,7.08,0.34,27.07,8.74,0.17,0.86
53,30.63,0,2020-11-29,29 nov 2020,106,7,62,0.5,3.56,0.29,17.17,3.62,0.13,0.29
54,73.31,0,2020-11-29,29 nov 2020,163,7,68,0.7,4.99,0.71,26.89,7.16,0.08,0.31
55,18.74,0,2020-11-29,29 nov 2020,181,9,68,0.7,3.63,0.59,36.23,7.95,0.16,0.32
56,75.35,0,2020-11-29,29 nov 2020,45,3,48,0.5,2.03,0.2,11.15,2.38,0.04,0.15
57,103.86,0,2020-11-29,29 nov 2020,162,8,68,0.7,4.74,0.6,34.88,11.08,0.17,0.43
58,20.59,0,2020-11-29,29 nov 2020,161,8,119,0.6,4.66,0.44,13.65,3.84,0.1,0.39
59,261.39,0,2020-11-29,29 nov 2020,137,7,87,0.6,5.39,0.77,27.04,6.2,0.1,0.35
60,82.98,0,2020-11-29,29 nov 2020,113,7,87,0.6,3.66,0.47,23.05,6.85,0.11,0.25
61,28.25,0,2020-11-29,29 nov 2020,151,6,48,0.6,5.31,0.5,19.22,4.18,0.18,0.42
62,147.51,0,2020-11-29,29 nov 2020,127,7,87,0.6,4.71,0.61,22.15,4.99,0.12,0.47
63,65.52,0,2020-11-29,29 nov 2020,114,7,120,0.5,4.67,0.52,15.45,4.23,0.15,0.35
64,67.72,0,2020-11-29,29 nov 2020,134,6,49,0.6,5.02,0.31,15.27,3.15,0.16,0.96
65,22.75,0,2020-11-29,29 nov 2020,223,10,63,0.6,7.25,0.48,19.69,4.18,0.13,1.14
66,48.21,0,2020-11-29,29 nov 2020,51,3,63,0.6,1.66,0.44,11.84,2.34,0.02,0.19
67,112.53,0,2020-11-29,29 nov 2020,116,6,68,0.7,4,0.62,33.66,8.03,0.07,0.24
68,76.76,0,2020-11-29,29 nov 2020,145,8,68,0.7,4.03,0.5,49.3,12.09,0.1,0.21
69,187.81,0,2020-11-29,29 nov 2020,163,10,120,0.5,8.21,1.2,41.42,8.39,0.14,0.65
70,23.43,0,2020-11-29,29 nov 2020,180,10,119,0.6,3.63,0.64,22.88,5.38,0.09,0.38
71,55.31,0,2020-11-29,29 nov 2020,176,9,119,0.6,9.09,0.96,34.39,9.71,0.2,0.9
72,56.69,0,2020-11-29,29 nov 2020,118,7,62,0.5,4.53,0.23,16.86,3.03,0.09,0.21
73,43.38,0,2020-11-29,29 nov 2020,221,12,120,0.5,7.19,0.83,33.49,8.9,0.16,0.65
74,82.97,0,2020-11-29,29 nov 2020,272,15,120,0.5,5.95,0.67,29.99,6.3,0.1,0.52
75,216.85,0,2020-11-29,29 nov 2020,98,5,70,0.6,4.68,1.07,47.56,11.65,0.07,0.29
76,125.70,0,2020-11-29,29 nov 2020,97,6,48,0.6,4.26,0.47,17.63,4.51,0.07,0.25
77,142.27,0,2020-11-29,29 nov 2020,127,8,70,0.6,3.28,0.53,32.12,7.43,0.05,0.27
78,143.84,0,2020-11-29,29 nov 2020,104,7,70,0.6,5.51,0.44,28.37,6.36,0.08,0.27
79,37.57,0,2020-11-29,29 nov 2020,93,5,49,0.6,2.45,0.29,6.52,2.08,0.05,0.29
80,57.02,0,2020-11-29,29 nov 2020,93,6,87,0.6,3.54,0.67,20.71,6.03,0.07,0.25
81,39.24,0,2020-11-29,29 nov 2020,116,7,63,0.6,3.72,0.59,12.03,2.8,0.08,0.33
82,26.26,0,2020-11-29,29 nov 2020,81,5,63,0.6,2.74,0.5,13.56,2.97,0.04,0.27
83,107.18,0,2020-11-29,29 nov 2020,109,5,87,0.6,3.03,0.47,20.55,3.84,0.09,0.28
84,56.61,0,2020-11-29,29 nov 2020,142,8,87,0.6,6.36,0.64,24.48,6.22,0.16,1.17
85,68.02,0,2020-11-29,29 nov 2020,67,4,62,0.5,1.53,0.22,8.85,1.41,0.04,0.22
86,43.81,0,2020-11-29,29 nov 2020,73,4,49,0.6,1.99,0.41,10.66,2.72,0.07,0.3
87,37.42,0,2020-11-29,29 nov 2020,116,8,49,0.6,4.54,0.29,11.52,3.31,0.13,0.43
88,36.49,0,2020-11-29,29 nov 2020,195,10,68,0.7,6.44,0.36,32.2,10.52,0.16,0.44
89,33.83,0,2020-11-29,29 nov 2020,246,10,119,0.6,6.77,0.59,24.8,5.29,0.15,0.98
90,14.45,0,2020-11-29,29 nov 2020,158,7,119,0.6,11.35,1.73,58.48,20,0.69,1.11
91,131.37,0,2020-11-29,29 nov 2020,110,7,70,0.6,4.75,0.64,34.85,7.06,0.05,0.22
92,161.28,0,2020-11-29,29 nov 2020,97,5,70,0.6,4.74,0.79,47.83,9.2,0.04,0.32
93,164.61,0,2020-11-29,29 nov 2020,146,9,70,0.6,4.76,0.57,42.39,8.58,0.07,0.32
94,140.12,0,2020-11-29,29 nov 2020,131,7,70,0.6,6.14,0.63,51.88,12.3,0.15,0.36
95,124.27,0,2020-11-29,29 nov 2020,137,8,70,0.6,3.89,0.4,37.13,8.63,0.06,0.24
971,39.07,0,2020-11-29,29 nov 2020,20,3,33,0.8,2.46,0.23,18.48,4.2,0.03,0.28
972,37.12,0,2020-11-29,29 nov 2020,29,3,39,0.5,0.94,0.27,9.21,1.1,0,0.05
973,28.16,0,2020-11-29,29 nov 2020,87,6,8,1,0.64,0.04,66.76,2.38,0.04,0.21
974,86.58,0,2020-11-29,29 nov 2020,39,3,21,0.7,0.83,0.13,7.58,0.58,0.01,0.1
976,25.92,0,2020-11-29,29 nov 2020,69,11,67,0,0.39,0.15,20.06,1.35,0,0.12
1,64.97,0,2020-12-06,6 dec 2020,159,11,98,0.8,5.45,0.45,20.56,5.23,0.14,0.28
2,53.43,0,2020-12-06,6 dec 2020,179,10,73,0.8,4.29,0.51,33.97,8.14,0.15,0.37
3,33.90,0,2020-12-06,6 dec 2020,193,9,98,0.8,7.46,0.62,25.46,7.37,0.12,0.59
4,16.17,0,2020-12-06,6 dec 2020,96,6,76,0.8,7.98,0.31,29.38,5.32,0.31,0.37
5,14.16,0,2020-12-06,6 dec 2020,138,8,76,0.8,11.58,0.78,36.86,8.47,0.35,0.99
6,108.06,0,2020-12-06,6 dec 2020,163,6,76,0.8,4.56,0.54,20.7,4.41,0.06,0.31
7,32.86,0,2020-12-06,6 dec 2020,150,10,98,0.8,5.66,0.4,30.65,8.4,0.06,0.7
8,27.13,0,2020-12-06,6 dec 2020,334,11,61,0.9,6.6,0.52,17.47,6.34,0.15,0.48
9,15.23,0,2020-12-06,6 dec 2020,90,6,49,0.8,2.3,0.13,8.34,1.71,0.07,0.13
10,31.16,0,2020-12-06,6 dec 2020,134,6,61,0.9,4.59,0.42,32.51,7.45,0.1,0.9
11,37.02,0,2020-12-06,6 dec 2020,62,4,49,0.8,1.73,0.14,12.91,3.3,0.05,0.16
12,28.11,0,2020-12-06,6 dec 2020,65,4,49,0.8,3.24,0.21,14.73,4.13,0.07,0.14
13,204.39,0,2020-12-06,6 dec 2020,137,5,76,0.8,5.42,1.04,49.27,7.78,0.07,0.4
14,69.58,0,2020-12-06,6 dec 2020,80,4,41,0.7,2.82,0.26,14.2,3.35,0.07,0.2
15,14.42,0,2020-12-06,6 dec 2020,113,4,98,0.8,5.06,0.83,16.57,3.26,0.07,0.76
16,35.20,0,2020-12-06,6 dec 2020,94,6,43,0.9,1.36,0.06,5.65,1.11,0.06,0.17
17,64.82,0,2020-12-06,6 dec 2020,23,1,43,0.9,0.99,0.19,6.33,1.65,0.02,0.08
18,30.48,0,2020-12-06,6 dec 2020,188,10,63,0.9,5.91,0.3,18.5,7.68,0.2,0.43
19,24.19,0,2020-12-06,6 dec 2020,72,5,43,0.9,1.41,0.25,14.92,3.47,0.04,0.25
21,53.68,0,2020-12-06,6 dec 2020,171,8,109,0.9,6.82,0.99,33.49,8.38,0.15,0.45
22,59.87,0,2020-12-06,6 dec 2020,49,3,43,0.8,1.42,0.15,8.15,1.5,0.02,0.12
23,11.87,0,2020-12-06,6 dec 2020,81,5,43,0.9,3.2,0.42,22.16,4.04,0.08,0.34
24,41.26,0,2020-12-06,6 dec 2020,65,4,43,0.9,1.87,0.17,6.79,1.04,0.1,0.15
25,54.09,0,2020-12-06,6 dec 2020,268,12,109,0.9,3.36,1.04,21.37,4.83,0.11,0.26
26,51.62,0,2020-12-06,6 dec 2020,168,11,98,0.8,4.86,0.72,26.35,6.95,0.08,0.54
27,61.02,0,2020-12-06,6 dec 2020,95,7,41,0.7,3.15,0.13,11.96,3.49,0.07,0.36
28,43.40,0,2020-12-06,6 dec 2020,102,7,63,0.9,4.38,0.51,27.28,5.32,0.09,0.6
29,91.05,0,2020-12-06,6 dec 2020,27,2,43,0.8,0.91,0.18,5.16,1.02,0.02,0.05
2A,15.99,0,2020-12-06,6 dec 2020,40,2,44,0.8,1.31,0.44,16.76,4.82,0.06,0.19
2B,17.79,0,2020-12-06,6 dec 2020,24,2,44,0.8,0.79,0.06,12.31,2.02,0,0.06
30,74.82,0,2020-12-06,6 dec 2020,122,6,49,0.8,3.19,0.55,16.84,4.06,0.08,0.13
31,138.84,0,2020-12-06,6 dec 2020,60,4,49,0.8,2.25,0.5,16.57,2.18,0.04,0.16
32,19.13,0,2020-12-06,6 dec 2020,148,9,49,0.8,1.62,0.21,8.89,2.82,0.05,0.16
33,161.08,0,2020-12-06,6 dec 2020,75,5,43,0.9,2.35,0.46,14.57,2.55,0.06,0.14
34,116.00,0,2020-12-06,6 dec 2020,70,4,49,0.8,2.34,0.47,19.19,3.81,0.04,0.17
35,107.39,0,2020-12-06,6 dec 2020,61,5,43,0.8,2.43,0.3,11.27,2.2,0.04,0.08
36,21.85,0,2020-12-06,6 dec 2020,111,7,63,0.9,3.43,0.32,17.99,5.77,0.09,0.41
37,61.11,0,2020-12-06,6 dec 2020,82,5,63,0.9,2.81,0.57,13.43,3.19,0.08,0.26
38,127.28,0,2020-12-06,6 dec 2020,201,11,98,0.8,6.51,0.63,26.38,6.46,0.17,0.4
39,25.94,0,2020-12-06,6 dec 2020,231,10,109,0.9,7.59,0.42,30.61,6.98,0.15,0.77
40,41.18,0,2020-12-06,6 dec 2020,153,9,43,0.9,2.96,0.24,7.75,1.82,0.12,0.12
41,33.26,0,2020-12-06,6 dec 2020,128,8,63,0.9,4.48,0.18,17.83,4.33,0.21,0.24
42,76.25,0,2020-12-06,6 dec 2020,158,9,98,0.8,9.26,1.02,38.41,10.18,0.13,0.63
43,22.74,0,2020-12-06,6 dec 2020,129,8,98,0.8,7.21,0.4,27.26,5.67,0.31,1.1
44,141.33,0,2020-12-06,6 dec 2020,57,5,49,0.9,1.85,0.21,11.98,2.63,0.03,0.11
45,68.15,0,2020-12-06,6 dec 2020,135,8,63,0.9,2.99,0.63,19.24,3.26,0.1,0.23
46,17.15,0,2020-12-06,6 dec 2020,75,6,49,0.8,2.62,0.12,8.4,2.74,0.12,0.17
47,33.32,0,2020-12-06,6 dec 2020,160,9,43,0.9,2.25,0.48,10.35,1.83,0.15,0.42
48,7.55,0,2020-12-06,6 dec 2020,194,10,49,0.8,4.77,0.53,20.26,6.36,0.26,0.93
49,82.07,0,2020-12-06,6 dec 2020,101,6,49,0.9,2.69,0.39,18.62,3.96,0.05,0.51
50,49.70,0,2020-12-06,6 dec 2020,46,4,41,0.7,2.43,0.2,10.12,2.54,0.1,0.48
51,57.33,0,2020-12-06,6 dec 2020,108,6,61,0.9,3.65,0.51,28.89,6.94,0.07,0.21
52,17.51,0,2020-12-06,6 dec 2020,248,10,61,0.9,7.71,0.29,28.78,9.37,0.23,0.63
53,30.63,0,2020-12-06,6 dec 2020,119,8,49,0.9,3.66,0.23,18.25,4.11,0.1,0.29
54,73.31,0,2020-12-06,6 dec 2020,240,8,61,0.9,4.97,0.74,28.02,7.64,0.1,0.31
55,18.74,0,2020-12-06,6 dec 2020,258,10,61,0.9,4.32,0.48,37.19,8.43,0.21,0.37
56,75.35,0,2020-12-06,6 dec 2020,44,3,43,0.8,2.02,0.17,11.48,2.48,0.04,0.08
57,103.86,0,2020-12-06,6 dec 2020,196,8,61,0.9,4.61,0.6,36.24,11.63,0.14,0.35
58,20.59,0,2020-12-06,6 dec 2020,182,8,109,0.9,4.76,0.29,15.1,4.42,0.19,0.53
59,261.39,0,2020-12-06,6 dec 2020,122,7,73,0.8,4.76,0.6,28.58,6.55,0.07,0.41
60,82.98,0,2020-12-06,6 dec 2020,115,7,73,0.8,3.51,0.35,23.75,7.03,0.05,0.24
61,28.25,0,2020-12-06,6 dec 2020,191,7,41,0.7,6.41,0.32,20.96,4.57,0.14,0.57
62,147.51,0,2020-12-06,6 dec 2020,133,8,73,0.8,4.64,0.56,23.5,5.35,0.06,0.35
63,65.52,0,2020-12-06,6 dec 2020,110,6,98,0.8,4.26,0.37,16.64,4.61,0.11,0.34
64,67.72,0,2020-12-06,6 dec 2020,142,7,43,0.9,3.72,0.4,16.42,3.66,0.18,0.34
65,22.75,0,2020-12-06,6 dec 2020,222,10,49,0.8,6.07,0.62,21.36,4.53,0.09,0.48
66,48.21,0,2020-12-06,6 dec 2020,50,3,49,0.8,1.33,0.31,12.2,2.41,0.04,0.1
67,112.53,0,2020-12-06,6 dec 2020,119,6,61,0.9,4.02,0.52,34.77,8.49,0.12,0.36
68,76.76,0,2020-12-06,6 dec 2020,170,8,61,0.9,4.46,0.51,50.26,12.51,0.12,0.26
69,187.81,0,2020-12-06,6 dec 2020,175,10,98,0.8,7.32,0.93,43.5,8.9,0.12,0.53
70,23.43,0,2020-12-06,6 dec 2020,196,9,109,0.9,3.41,0.51,23.99,5.59,0.09,0.3
71,55.31,0,2020-12-06,6 dec 2020,177,9,109,0.9,8.52,0.78,36.7,10.29,0.16,0.51
72,56.69,0,2020-12-06,6 dec 2020,141,7,49,0.9,5.08,0.21,17.89,3.56,0.16,0.32
73,43.38,0,2020-12-06,6 dec 2020,178,11,98,0.8,6.15,0.65,36.12,9.54,0.18,0.69
74,82.97,0,2020-12-06,6 dec 2020,226,15,98,0.8,5.66,0.67,31.45,6.63,0.08,0.34
75,216.85,0,2020-12-06,6 dec 2020,106,4,61,0.8,4.07,0.79,49.02,11.86,0.05,0.39
76,125.70,0,2020-12-06,6 dec 2020,98,6,41,0.7,3.92,0.43,18.74,4.81,0.08,0.27
77,142.27,0,2020-12-06,6 dec 2020,118,7,61,0.8,3.07,0.53,32.95,7.75,0.08,0.19
78,143.84,0,2020-12-06,6 dec 2020,107,7,61,0.8,5.52,0.44,29.5,6.74,0.1,0.42
79,37.57,0,2020-12-06,6 dec 2020,104,5,43,0.9,2.29,0.21,7.53,2.29,0.08,0.51
80,57.02,0,2020-12-06,6 dec 2020,112,7,73,0.8,4.03,0.58,21.41,6.45,0.12,0.25
81,39.24,0,2020-12-06,6 dec 2020,100,6,49,0.8,3.87,0.54,12.64,3.11,0.1,0.15
82,26.26,0,2020-12-06,6 dec 2020,64,4,49,0.8,2.55,0.27,14.47,3.08,0.04,0.3
83,107.18,0,2020-12-06,6 dec 2020,103,5,76,0.8,2.75,0.47,21.51,3.99,0.06,0.26
84,56.61,0,2020-12-06,6 dec 2020,153,8,76,0.8,5.33,0.34,26.34,6.66,0.11,0.64
85,68.02,0,2020-12-06,6 dec 2020,65,4,49,0.9,1.34,0.13,9.22,1.54,0.04,0.12
86,43.81,0,2020-12-06,6 dec 2020,78,4,43,0.9,1.32,0.39,11.44,2.83,0.11,0.39
87,37.42,0,2020-12-06,6 dec 2020,124,8,43,0.9,6.47,0.19,12.75,3.71,0.16,0.45
88,36.49,0,2020-12-06,6 dec 2020,262,10,61,0.9,7.56,0.49,34.23,11.56,0.27,0.55
89,33.83,0,2020-12-06,6 dec 2020,253,9,109,0.9,7.3,0.74,26.69,5.85,0.15,0.59
90,14.45,0,2020-12-06,6 dec 2020,176,9,109,0.9,12.94,1.52,64.64,22.7,0.76,3.88
91,131.37,0,2020-12-06,6 dec 2020,98,6,61,0.8,4.44,0.59,36.17,7.37,0.16,0.59
92,161.28,0,2020-12-06,6 dec 2020,95,5,61,0.8,4.5,0.71,48.76,9.37,0.04,0.25
93,164.61,0,2020-12-06,6 dec 2020,146,8,61,0.8,4.15,0.5,43.36,8.75,0.04,0.32
94,140.12,0,2020-12-06,6 dec 2020,143,7,61,0.8,5.55,0.51,53.55,12.61,0.09,0.45
95,124.27,0,2020-12-06,6 dec 2020,130,7,61,0.8,3.54,0.35,38.3,8.96,0.1,0.28
971,39.07,0,2020-12-06,6 dec 2020,13,2,22,0.6,2.07,0.15,18.61,4.22,0.03,0.05
972,37.12,0,2020-12-06,6 dec 2020,19,2,39,0.4,0.89,0.27,9.38,1.13,0.03,0.08
973,28.16,0,2020-12-06,6 dec 2020,135,8,0,1.4,0.71,0,67.51,2.38,0,0.25
974,86.58,0,2020-12-06,6 dec 2020,30,3,17,0.7,0.64,0.1,7.81,0.58,0,0.06
976,25.92,0,2020-12-06,6 dec 2020,68,11,67,0,0.46,0.15,20.22,1.47,0.04,0.08
1,64.97,0,2020-12-13,13 dec 2020,199,10,90,1,5.16,0.45,21.61,5.37,0.06,0.31
2,53.43,0,2020-12-13,13 dec 2020,259,10,65,1,5.39,0.51,34.81,8.5,0.15,0.21
3,33.90,0,2020-12-13,13 dec 2020,258,9,90,1,8.14,0.62,26.7,8.08,0.21,0.56
4,16.17,0,2020-12-13,13 dec 2020,80,4,67,1,6.93,0.31,31.54,5.5,0.06,0.49
5,14.16,0,2020-12-13,13 dec 2020,183,8,67,1,11.09,0.85,37.99,9.04,0.14,0.35
6,108.06,0,2020-12-13,13 dec 2020,264,6,67,1,4.63,0.56,21.92,4.92,0.09,0.23
7,32.86,0,2020-12-13,13 dec 2020,238,9,90,1,4.81,0.37,32.35,8.73,0.12,0.58
8,27.13,0,2020-12-13,13 dec 2020,333,11,64,1.2,7.37,0.48,18.91,6.86,0.22,0.74
9,15.23,0,2020-12-13,13 dec 2020,83,5,44,1,2.36,0.07,8.54,1.77,0.07,0.13
10,31.16,0,2020-12-13,13 dec 2020,174,6,64,1.2,3.75,0.55,33.66,7.64,0.06,0.35
11,37.02,0,2020-12-13,13 dec 2020,76,3,44,1,1.78,0.11,13.4,3.43,0.05,0.16
12,28.11,0,2020-12-13,13 dec 2020,82,4,44,1,3.13,0.21,16.01,4.16,0.04,0.36
13,204.39,0,2020-12-13,13 dec 2020,174,5,67,1,5.1,0.9,50.86,8.11,0.08,0.39
14,69.58,0,2020-12-13,13 dec 2020,86,4,36,1,2.7,0.32,14.76,3.58,0.07,0.17
15,14.42,0,2020-12-13,13 dec 2020,205,5,90,1,4.44,0.83,18.45,3.68,0.14,1.04
16,35.20,0,2020-12-13,13 dec 2020,89,6,40,1,1.28,0.14,6.02,1.34,0.11,0.11
17,64.82,0,2020-12-13,13 dec 2020,32,2,40,1,0.8,0.11,6.49,1.68,0.02,0.06
18,30.48,0,2020-12-13,13 dec 2020,222,11,61,1.1,6.1,0.26,19.85,8.37,0.23,0.33
19,24.19,0,2020-12-13,13 dec 2020,74,4,40,1,1.12,0.25,15.63,3.47,0,0.17
21,53.68,0,2020-12-13,13 dec 2020,219,9,94,1.1,6.91,0.76,35.36,8.94,0.11,0.54
22,59.87,0,2020-12-13,13 dec 2020,49,3,36,1,1.59,0.15,8.42,1.65,0.05,0.08
23,11.87,0,2020-12-13,13 dec 2020,72,5,40,1,2.53,0.25,23,4.21,0.17,0.25
24,41.26,0,2020-12-13,13 dec 2020,59,4,40,1,1.77,0.24,7.25,1.11,0.05,0.17
25,54.09,0,2020-12-13,13 dec 2020,306,11,94,1.1,3.29,0.91,22.33,5.05,0.07,0.35
26,51.62,0,2020-12-13,13 dec 2020,206,9,90,1,4.59,0.68,27.28,7.38,0.1,0.31
27,61.02,0,2020-12-13,13 dec 2020,91,5,36,1,3,0.07,12.34,3.62,0.05,0.15
28,43.40,0,2020-12-13,13 dec 2020,105,6,61,1.1,4.22,0.39,28.02,5.53,0.07,0.18
29,91.05,0,2020-12-13,13 dec 2020,41,2,36,1,1.02,0.15,5.44,1.18,0.05,0.07
2A,15.99,0,2020-12-13,13 dec 2020,20,1,33,0.8,1.06,0.31,17.07,4.82,0,0.13
2B,17.79,0,2020-12-13,13 dec 2020,32,2,33,0.8,0.67,0.11,12.65,2.02,0,0.17
30,74.82,0,2020-12-13,13 dec 2020,160,7,44,1,3.05,0.45,17.71,4.09,0.01,0.23
31,138.84,0,2020-12-13,13 dec 2020,69,3,44,1,2.3,0.49,17.19,2.34,0.06,0.17
32,19.13,0,2020-12-13,13 dec 2020,127,6,44,1,1.78,0.16,9.25,2.88,0.05,0.16
33,161.08,0,2020-12-13,13 dec 2020,85,4,40,1,2.42,0.47,15.17,2.68,0.03,0.16
34,116.00,0,2020-12-13,13 dec 2020,92,3,44,1,1.88,0.37,19.73,3.97,0.04,0.18
35,107.39,0,2020-12-13,13 dec 2020,75,5,36,1,2.39,0.25,11.74,2.37,0.07,0.12
36,21.85,0,2020-12-13,13 dec 2020,110,7,61,1.1,3.66,0.32,18.95,5.86,0.05,0.37
37,61.11,0,2020-12-13,13 dec 2020,102,5,61,1.1,2.81,0.57,14.12,3.4,0.08,0.25
38,127.28,0,2020-12-13,13 dec 2020,247,11,90,1,6.33,0.6,27.77,6.87,0.13,0.45
39,25.94,0,2020-12-13,13 dec 2020,303,11,94,1.1,9.48,0.31,32.69,7.75,0.19,0.62
40,41.18,0,2020-12-13,13 dec 2020,126,7,40,1,3.18,0.22,8.47,2.14,0.19,0.17
41,33.26,0,2020-12-13,13 dec 2020,148,8,61,1.1,4.99,0.21,18.97,4.63,0.09,0.27
42,76.25,0,2020-12-13,13 dec 2020,218,9,90,1,7.82,0.88,40.41,10.52,0.08,0.39
